===============================================================================
 GLIntercept version 1.34 Log generated on: Mon May 15 13:53:07 2017
 
===============================================================================

wglChoosePixelFormat(BF0117B9,0136CC0C)=9 
wglGetProcAddress("glGetRenderbufferParamete...")=100350B0 
wglGetProcAddress("glIsFramebufferEXT")=100350E0 
wglGetProcAddress("glIsRenderbufferEXT")=10035110 
wglGetProcAddress("glRenderbufferStorageEXT")=10035140 
wglGetProcAddress("glFramebufferTextureEXT")=10035170 
wglGetProcAddress("glFramebufferTextureFaceE...")=100351A0 
wglGetProcAddress("glProgramParameteriEXT")=100351D0 
wglGetProcAddress("glProgramEnvParameters4fv...")=10035200 
wglGetProcAddress("glProgramLocalParameters4...")=10035230 
wglGetProcAddress("glBindFragDataLocationEXT")=10035260 
wglGetProcAddress("glGetFragDataLocationEXT")=10035290 
wglGetProcAddress("glGetUniformuivEXT")=100352C0 
wglGetProcAddress("glGetVertexAttribIivEXT")=100352F0 
wglGetProcAddress("glGetVertexAttribIuivEXT")=10035320 
wglGetProcAddress("glUniform1uiEXT")=10035350 
wglGetProcAddress("glUniform1uivEXT")=10035380 
wglGetProcAddress("glUniform2uiEXT")=100353B0 
wglGetProcAddress("glUniform2uivEXT")=100353E0 
wglGetProcAddress("glUniform3uiEXT")=10035410 
wglGetProcAddress("glUniform3uivEXT")=10035440 
wglGetProcAddress("glUniform4uiEXT")=10035470 
wglGetProcAddress("glUniform4uivEXT")=100354A0 
wglGetProcAddress("glVertexAttribI1iEXT")=100354D0 
wglGetProcAddress("glVertexAttribI1ivEXT")=10035500 
wglGetProcAddress("glVertexAttribI1uiEXT")=10035530 
wglGetProcAddress("glVertexAttribI1uivEXT")=10035560 
wglGetProcAddress("glVertexAttribI2iEXT")=10035590 
wglGetProcAddress("glVertexAttribI2ivEXT")=100355C0 
wglGetProcAddress("glVertexAttribI2uiEXT")=100355F0 
wglGetProcAddress("glVertexAttribI2uivEXT")=10035620 
wglGetProcAddress("glVertexAttribI3iEXT")=10035650 
wglGetProcAddress("glVertexAttribI3ivEXT")=10035680 
wglGetProcAddress("glVertexAttribI3uiEXT")=100356B0 
wglGetProcAddress("glVertexAttribI3uivEXT")=100356E0 
wglGetProcAddress("glVertexAttribI4bvEXT")=10035710 
wglGetProcAddress("glVertexAttribI4iEXT")=10035740 
wglGetProcAddress("glVertexAttribI4ivEXT")=10035770 
wglGetProcAddress("glVertexAttribI4svEXT")=100357A0 
wglGetProcAddress("glVertexAttribI4ubvEXT")=100357D0 
wglGetProcAddress("glVertexAttribI4uiEXT")=10035800 
wglGetProcAddress("glVertexAttribI4uivEXT")=10035830 
wglGetProcAddress("glVertexAttribI4usvEXT")=10035860 
wglGetProcAddress("glVertexAttribIPointerEXT")=10035890 
wglGetProcAddress("glMultiDrawArraysEXT")=100358C0 
wglGetProcAddress("glMultiDrawElementsEXT")=100358F0 
wglGetProcAddress("glPointParameterfEXT")=10035920 
wglGetProcAddress("glPointParameterfvEXT")=10035950 
wglGetProcAddress("glPolygonOffsetClampEXT")=10035980 
wglGetProcAddress("glProvokingVertexEXT")=100359B0 
wglGetProcAddress("glCoverageModulationNV")=100359E0 
wglGetProcAddress("glCoverageModulationTable...")=10035A10 
wglGetProcAddress("glGetCoverageModulationTa...")=10035A40 
wglGetProcAddress("glRasterSamplesEXT")=10035A70 
wglGetProcAddress("glSecondaryColor3bEXT")=10035AA0 
wglGetProcAddress("glSecondaryColor3bvEXT")=10035AD0 
wglGetProcAddress("glSecondaryColor3dEXT")=10035B00 
wglGetProcAddress("glSecondaryColor3dvEXT")=10035B30 
wglGetProcAddress("glSecondaryColor3fEXT")=10035B60 
wglGetProcAddress("glSecondaryColor3fvEXT")=10035B90 
wglGetProcAddress("glSecondaryColor3iEXT")=10035BC0 
wglGetProcAddress("glSecondaryColor3ivEXT")=10035BF0 
wglGetProcAddress("glSecondaryColor3sEXT")=10035C20 
wglGetProcAddress("glSecondaryColor3svEXT")=10035C50 
wglGetProcAddress("glSecondaryColor3ubEXT")=10035C80 
wglGetProcAddress("glSecondaryColor3ubvEXT")=10035CB0 
wglGetProcAddress("glSecondaryColor3uiEXT")=10035CE0 
wglGetProcAddress("glSecondaryColor3uivEXT")=10035D10 
wglGetProcAddress("glSecondaryColor3usEXT")=10035D40 
wglGetProcAddress("glSecondaryColor3usvEXT")=10035D70 
wglGetProcAddress("glSecondaryColorPointerEX...")=10035DA0 
wglGetProcAddress("glActiveProgramEXT")=10035DD0 
wglGetProcAddress("glCreateShaderProgramEXT")=10035E00 
wglGetProcAddress("glUseShaderProgramEXT")=10035E30 
wglGetProcAddress("glBindImageTextureEXT")=10035E60 
wglGetProcAddress("glMemoryBarrierEXT")=10035E90 
wglGetProcAddress("glActiveStencilFaceEXT")=10035EC0 
wglGetProcAddress("glTexImage3DEXT")=10035EF0 
wglGetProcAddress("glFramebufferTextureLayer...")=10035F20 
wglGetProcAddress("glTexBufferEXT")=10035F50 
wglGetProcAddress("glClearColorIiEXT")=10035F80 
wglGetProcAddress("glClearColorIuiEXT")=10035FB0 
wglGetProcAddress("glGetTexParameterIivEXT")=10035FE0 
wglGetProcAddress("glGetTexParameterIuivEXT")=10036010 
wglGetProcAddress("glTexParameterIivEXT")=10036040 
wglGetProcAddress("glTexParameterIuivEXT")=10036070 
wglGetProcAddress("glAreTexturesResidentEXT")=100360A0 
wglGetProcAddress("glBindTextureEXT")=100360D0 
wglGetProcAddress("glDeleteTexturesEXT")=10036100 
wglGetProcAddress("glGenTexturesEXT")=10036130 
wglGetProcAddress("glIsTextureEXT")=10036160 
wglGetProcAddress("glPrioritizeTexturesEXT")=10036190 
wglGetProcAddress("glGetQueryObjecti64vEXT")=100361C0 
wglGetProcAddress("glGetQueryObjectui64vEXT")=100361F0 
wglGetProcAddress("glArrayElementEXT")=10036220 
wglGetProcAddress("glColorPointerEXT")=10036250 
wglGetProcAddress("glDrawArraysEXT")=10036280 
wglGetProcAddress("glEdgeFlagPointerEXT")=100362B0 
wglGetProcAddress("glIndexPointerEXT")=100362E0 
wglGetProcAddress("glNormalPointerEXT")=10036310 
wglGetProcAddress("glTexCoordPointerEXT")=10036340 
wglGetProcAddress("glVertexPointerEXT")=10036370 
wglGetProcAddress("glGetVertexAttribLdvEXT")=100363A0 
wglGetProcAddress("glVertexArrayVertexAttrib...")=100363D0 
wglGetProcAddress("glVertexAttribL1dEXT")=10036400 
wglGetProcAddress("glVertexAttribL1dvEXT")=10036430 
wglGetProcAddress("glVertexAttribL2dEXT")=10036460 
wglGetProcAddress("glVertexAttribL2dvEXT")=10036490 
wglGetProcAddress("glVertexAttribL3dEXT")=100364C0 
wglGetProcAddress("glVertexAttribL3dvEXT")=100364F0 
wglGetProcAddress("glVertexAttribL4dEXT")=10036520 
wglGetProcAddress("glVertexAttribL4dvEXT")=10036550 
wglGetProcAddress("glVertexAttribLPointerEXT")=10036580 
wglGetProcAddress("glWindowRectanglesEXT")=100365B0 
wglGetProcAddress("glBlendBarrierKHR")=100365E0 
wglGetProcAddress("glDebugMessageCallback")=10036610 
wglGetProcAddress("glDebugMessageControl")=10036640 
wglGetProcAddress("glDebugMessageInsert")=10036670 
wglGetProcAddress("glGetDebugMessageLog")=100366A0 
wglGetProcAddress("glGetObjectLabel")=100366D0 
wglGetProcAddress("glGetObjectPtrLabel")=10036700 
wglGetProcAddress("glObjectLabel")=10036730 
wglGetProcAddress("glObjectPtrLabel")=10036760 
wglGetProcAddress("glPopDebugGroup")=10036790 
wglGetProcAddress("glPushDebugGroup")=100367C0 
wglGetProcAddress("glGetnUniformfv")=100367F0 
wglGetProcAddress("glGetnUniformiv")=10036820 
wglGetProcAddress("glGetnUniformuiv")=10036850 
wglGetProcAddress("glReadnPixels")=10036880 
wglGetProcAddress("glBufferRegionEnabled")=100368B0 
wglGetProcAddress("glDeleteBufferRegion")=100368E0 
wglGetProcAddress("glDrawBufferRegion")=10036910 
wglGetProcAddress("glNewBufferRegion")=10036940 
wglGetProcAddress("glReadBufferRegion")=10036970 
wglGetProcAddress("glBeginConditionalRenderN...")=100369A0 
wglGetProcAddress("glEndConditionalRenderNVX")=100369D0 
wglGetProcAddress("glMultiDrawArraysIndirect...")=10036A00 
wglGetProcAddress("glMultiDrawElementsIndire...")=10036A30 
wglGetProcAddress("glMultiDrawArraysIndirect...")=10036A60 
wglGetProcAddress("glMultiDrawElementsIndire...")=10036A90 
wglGetProcAddress("glGetImageHandleNV")=1003DCE0 
wglGetProcAddress("glGetTextureHandleNV")=1003DB80 
wglGetProcAddress("glGetTextureSamplerHandle...")=1003DC30 
wglGetProcAddress("glIsImageHandleResidentNV")=10036AC0 
wglGetProcAddress("glIsTextureHandleResident...")=10036AF0 
wglGetProcAddress("glMakeImageHandleNonResid...")=10036B20 
wglGetProcAddress("glMakeImageHandleResident...")=10036B50 
wglGetProcAddress("glMakeTextureHandleNonRes...")=10036B80 
wglGetProcAddress("glMakeTextureHandleReside...")=10036BB0 
wglGetProcAddress("glProgramUniformHandleui6...")=10036BE0 
wglGetProcAddress("glProgramUniformHandleui6...")=10036C10 
wglGetProcAddress("glUniformHandleui64NV")=10036C40 
wglGetProcAddress("glUniformHandleui64vNV")=10036C70 
wglGetProcAddress("glBlendBarrierNV")=10036CA0 
wglGetProcAddress("glBlendParameteriNV")=10036CD0 
wglGetProcAddress("glCallCommandListNV")=10036D00 
wglGetProcAddress("glCommandListSegmentsNV")=10036D30 
wglGetProcAddress("glCompileCommandListNV")=10036D60 
wglGetProcAddress("glCreateCommandListsNV")=10036D90 
wglGetProcAddress("glCreateStatesNV")=10036DC0 
wglGetProcAddress("glDeleteCommandListsNV")=10036DF0 
wglGetProcAddress("glDeleteStatesNV")=10036E20 
wglGetProcAddress("glDrawCommandsAddressNV")=10036E50 
wglGetProcAddress("glDrawCommandsNV")=10036E80 
wglGetProcAddress("glDrawCommandsStatesAddre...")=10036EB0 
wglGetProcAddress("glDrawCommandsStatesNV")=10036EE0 
wglGetProcAddress("glGetCommandHeaderNV")=10036F10 
wglGetProcAddress("glGetStageIndexNV")=10036F40 
wglGetProcAddress("glIsCommandListNV")=10036F70 
wglGetProcAddress("glIsStateNV")=10036FA0 
wglGetProcAddress("glListDrawCommandsStatesC...")=10036FD0 
wglGetProcAddress("glStateCaptureNV")=10037000 
wglGetProcAddress("glBeginConditionalRenderN...")=10037030 
wglGetProcAddress("glEndConditionalRenderNV")=10037060 
wglGetProcAddress("glSubpixelPrecisionBiasNV")=10037090 
wglGetProcAddress("glConservativeRasterParam...")=100370C0 
wglGetProcAddress("glCopyImageSubDataNV")=100370F0 
wglGetProcAddress("glClearDepthdNV")=10037120 
wglGetProcAddress("glDepthBoundsdNV")=10037150 
wglGetProcAddress("glDepthRangedNV")=10037180 
wglGetProcAddress("glDrawTextureNV")=100371B0 
wglGetProcAddress("glDrawVkImageNV")=100371E0 
wglGetProcAddress("glGetVkProcAddrNV")=10037210 
wglGetProcAddress("glSignalVkFenceNV")=10037240 
wglGetProcAddress("glSignalVkSemaphoreNV")=10037270 
wglGetProcAddress("glWaitVkSemaphoreNV")=100372A0 
wglGetProcAddress("glGetMultisamplefvNV")=100372D0 
wglGetProcAddress("glSampleMaskIndexedNV")=10037300 
wglGetProcAddress("glTexRenderbufferNV")=10037330 
wglGetProcAddress("glDeleteFencesNV")=10037360 
wglGetProcAddress("glFinishFenceNV")=10037390 
wglGetProcAddress("glGenFencesNV")=100373C0 
wglGetProcAddress("glGetFenceivNV")=100373F0 
wglGetProcAddress("glIsFenceNV")=10037420 
wglGetProcAddress("glSetFenceNV")=10037450 
wglGetProcAddress("glTestFenceNV")=10037480 
wglGetProcAddress("glFragmentCoverageColorNV")=100374B0 
wglGetProcAddress("glGetProgramNamedParamete...")=100374E0 
wglGetProcAddress("glGetProgramNamedParamete...")=10037510 
wglGetProcAddress("glProgramNamedParameter4d...")=10037540 
wglGetProcAddress("glProgramNamedParameter4d...")=10037570 
wglGetProcAddress("glProgramNamedParameter4f...")=100375A0 
wglGetProcAddress("glProgramNamedParameter4f...")=100375D0 
wglGetProcAddress("glRenderbufferStorageMult...")=10037600 
wglGetProcAddress("glProgramEnvParameterI4iN...")=10037630 
wglGetProcAddress("glProgramEnvParameterI4iv...")=10037660 
wglGetProcAddress("glProgramEnvParameterI4ui...")=10037690 
wglGetProcAddress("glProgramEnvParameterI4ui...")=100376C0 
wglGetProcAddress("glProgramEnvParametersI4i...")=100376F0 
wglGetProcAddress("glProgramEnvParametersI4u...")=10037720 
wglGetProcAddress("glProgramLocalParameterI4...")=10037750 
wglGetProcAddress("glProgramLocalParameterI4...")=10037780 
wglGetProcAddress("glProgramLocalParameterI4...")=100377B0 
wglGetProcAddress("glProgramLocalParameterI4...")=100377E0 
wglGetProcAddress("glProgramLocalParametersI...")=10037810 
wglGetProcAddress("glProgramLocalParametersI...")=10037840 
wglGetProcAddress("glGetUniformi64vNV")=10037870 
wglGetProcAddress("glGetUniformui64vNV")=100378A0 
wglGetProcAddress("glProgramUniform1i64NV")=100378D0 
wglGetProcAddress("glProgramUniform1i64vNV")=10037900 
wglGetProcAddress("glProgramUniform1ui64NV")=10037930 
wglGetProcAddress("glProgramUniform1ui64vNV")=10037960 
wglGetProcAddress("glProgramUniform2i64NV")=10037990 
wglGetProcAddress("glProgramUniform2i64vNV")=100379C0 
wglGetProcAddress("glProgramUniform2ui64NV")=100379F0 
wglGetProcAddress("glProgramUniform2ui64vNV")=10037A20 
wglGetProcAddress("glProgramUniform3i64NV")=10037A50 
wglGetProcAddress("glProgramUniform3i64vNV")=10037A80 
wglGetProcAddress("glProgramUniform3ui64NV")=10037AB0 
wglGetProcAddress("glProgramUniform3ui64vNV")=10037AE0 
wglGetProcAddress("glProgramUniform4i64NV")=10037B10 
wglGetProcAddress("glProgramUniform4i64vNV")=10037B40 
wglGetProcAddress("glProgramUniform4ui64NV")=10037B70 
wglGetProcAddress("glProgramUniform4ui64vNV")=10037BA0 
wglGetProcAddress("glUniform1i64NV")=10037BD0 
wglGetProcAddress("glUniform1i64vNV")=10037C00 
wglGetProcAddress("glUniform1ui64NV")=10037C30 
wglGetProcAddress("glUniform1ui64vNV")=10037C60 
wglGetProcAddress("glUniform2i64NV")=10037C90 
wglGetProcAddress("glUniform2i64vNV")=10037CC0 
wglGetProcAddress("glUniform2ui64NV")=10037CF0 
wglGetProcAddress("glUniform2ui64vNV")=10037D20 
wglGetProcAddress("glUniform3i64NV")=10037D50 
wglGetProcAddress("glUniform3i64vNV")=10037D80 
wglGetProcAddress("glUniform3ui64NV")=10037DB0 
wglGetProcAddress("glUniform3ui64vNV")=10037DE0 
wglGetProcAddress("glUniform4i64NV")=10037E10 
wglGetProcAddress("glUniform4i64vNV")=10037E40 
wglGetProcAddress("glUniform4ui64NV")=10037E70 
wglGetProcAddress("glUniform4ui64vNV")=10037EA0 
wglGetProcAddress("glColor3hNV")=10037ED0 
wglGetProcAddress("glColor3hvNV")=10037F00 
wglGetProcAddress("glColor4hNV")=10037F30 
wglGetProcAddress("glColor4hvNV")=10037F60 
wglGetProcAddress("glFogCoordhNV")=10037F90 
wglGetProcAddress("glFogCoordhvNV")=10037FC0 
wglGetProcAddress("glMultiTexCoord1hNV")=10037FF0 
wglGetProcAddress("glMultiTexCoord1hvNV")=10038020 
wglGetProcAddress("glMultiTexCoord2hNV")=10038050 
wglGetProcAddress("glMultiTexCoord2hvNV")=10038080 
wglGetProcAddress("glMultiTexCoord3hNV")=100380B0 
wglGetProcAddress("glMultiTexCoord3hvNV")=100380E0 
wglGetProcAddress("glMultiTexCoord4hNV")=10038110 
wglGetProcAddress("glMultiTexCoord4hvNV")=10038140 
wglGetProcAddress("glNormal3hNV")=10038170 
wglGetProcAddress("glNormal3hvNV")=100381A0 
wglGetProcAddress("glSecondaryColor3hNV")=100381D0 
wglGetProcAddress("glSecondaryColor3hvNV")=10038200 
wglGetProcAddress("glTexCoord1hNV")=10038230 
wglGetProcAddress("glTexCoord1hvNV")=10038260 
wglGetProcAddress("glTexCoord2hNV")=10038290 
wglGetProcAddress("glTexCoord2hvNV")=100382C0 
wglGetProcAddress("glTexCoord3hNV")=100382F0 
wglGetProcAddress("glTexCoord3hvNV")=10038320 
wglGetProcAddress("glTexCoord4hNV")=10038350 
wglGetProcAddress("glTexCoord4hvNV")=10038380 
wglGetProcAddress("glVertex2hNV")=100383B0 
wglGetProcAddress("glVertex2hvNV")=100383E0 
wglGetProcAddress("glVertex3hNV")=10038410 
wglGetProcAddress("glVertex3hvNV")=10038440 
wglGetProcAddress("glVertex4hNV")=10038470 
wglGetProcAddress("glVertex4hvNV")=100384A0 
wglGetProcAddress("glVertexAttrib1hNV")=100384D0 
wglGetProcAddress("glVertexAttrib1hvNV")=10038500 
wglGetProcAddress("glVertexAttrib2hNV")=10038530 
wglGetProcAddress("glVertexAttrib2hvNV")=10038560 
wglGetProcAddress("glVertexAttrib3hNV")=10038590 
wglGetProcAddress("glVertexAttrib3hvNV")=100385C0 
wglGetProcAddress("glVertexAttrib4hNV")=100385F0 
wglGetProcAddress("glVertexAttrib4hvNV")=10038620 
wglGetProcAddress("glVertexAttribs1hvNV")=10038650 
wglGetProcAddress("glVertexAttribs2hvNV")=10038680 
wglGetProcAddress("glVertexAttribs3hvNV")=100386B0 
wglGetProcAddress("glVertexAttribs4hvNV")=100386E0 
wglGetProcAddress("glVertexWeighthNV")=00000000 
wglGetProcAddress("glVertexWeighthvNV")=00000000 
wglGetProcAddress("glGetInternalformatSample...")=10038710 
wglGetProcAddress("glBeginOcclusionQueryNV")=10038740 
wglGetProcAddress("glDeleteOcclusionQueriesN...")=10038770 
wglGetProcAddress("glEndOcclusionQueryNV")=100387A0 
wglGetProcAddress("glGenOcclusionQueriesNV")=100387D0 
wglGetProcAddress("glGetOcclusionQueryivNV")=10038800 
wglGetProcAddress("glGetOcclusionQueryuivNV")=10038830 
wglGetProcAddress("glIsOcclusionQueryNV")=10038860 
wglGetProcAddress("glProgramBufferParameters...")=10038890 
wglGetProcAddress("glProgramBufferParameters...")=100388C0 
wglGetProcAddress("glProgramBufferParameters...")=100388F0 
wglGetProcAddress("glCopyPathNV")=10038920 
wglGetProcAddress("glCoverFillPathInstancedN...")=10038950 
wglGetProcAddress("glCoverFillPathNV")=10038980 
wglGetProcAddress("glCoverStrokePathInstance...")=100389B0 
wglGetProcAddress("glCoverStrokePathNV")=100389E0 
wglGetProcAddress("glDeletePathsNV")=10038A10 
wglGetProcAddress("glGenPathsNV")=10038A40 
wglGetProcAddress("glGetPathColorGenfvNV")=10038A70 
wglGetProcAddress("glGetPathColorGenivNV")=10038AA0 
wglGetProcAddress("glGetPathCommandsNV")=10038AD0 
wglGetProcAddress("glGetPathCoordsNV")=10038B00 
wglGetProcAddress("glGetPathDashArrayNV")=10038B30 
wglGetProcAddress("glGetPathLengthNV")=1003DAD0 
wglGetProcAddress("glGetPathMetricRangeNV")=10038B60 
wglGetProcAddress("glGetPathMetricsNV")=10038B90 
wglGetProcAddress("glGetPathParameterfvNV")=10038BC0 
wglGetProcAddress("glGetPathParameterivNV")=10038BF0 
wglGetProcAddress("glGetPathSpacingNV")=10038C20 
wglGetProcAddress("glGetPathTexGenfvNV")=10038C50 
wglGetProcAddress("glGetPathTexGenivNV")=10038C80 
wglGetProcAddress("glGetProgramResourcefvNV")=10038CB0 
wglGetProcAddress("glInterpolatePathsNV")=10038CE0 
wglGetProcAddress("glIsPathNV")=10038D10 
wglGetProcAddress("glIsPointInFillPathNV")=10038D40 
wglGetProcAddress("glIsPointInStrokePathNV")=10038D70 
wglGetProcAddress("glMatrixLoad3x2fNV")=10038DA0 
wglGetProcAddress("glMatrixLoad3x3fNV")=10038DD0 
wglGetProcAddress("glMatrixLoadTranspose3x3f...")=10038E00 
wglGetProcAddress("glMatrixMult3x2fNV")=10038E30 
wglGetProcAddress("glMatrixMult3x3fNV")=10038E60 
wglGetProcAddress("glMatrixMultTranspose3x3f...")=10038E90 
wglGetProcAddress("glPathColorGenNV")=10038EC0 
wglGetProcAddress("glPathCommandsNV")=10038EF0 
wglGetProcAddress("glPathCoordsNV")=10038F20 
wglGetProcAddress("glPathCoverDepthFuncNV")=10038F50 
wglGetProcAddress("glPathDashArrayNV")=10038F80 
wglGetProcAddress("glPathFogGenNV")=10038FB0 
wglGetProcAddress("glPathGlyphIndexArrayNV")=10038FE0 
wglGetProcAddress("glPathGlyphIndexRangeNV")=10039010 
wglGetProcAddress("glPathGlyphRangeNV")=10039040 
wglGetProcAddress("glPathGlyphsNV")=10039070 
wglGetProcAddress("glPathMemoryGlyphIndexArr...")=100390A0 
wglGetProcAddress("glPathParameterfNV")=100390D0 
wglGetProcAddress("glPathParameterfvNV")=10039100 
wglGetProcAddress("glPathParameteriNV")=10039130 
wglGetProcAddress("glPathParameterivNV")=10039160 
wglGetProcAddress("glPathStencilDepthOffsetN...")=10039190 
wglGetProcAddress("glPathStencilFuncNV")=100391C0 
wglGetProcAddress("glPathStringNV")=100391F0 
wglGetProcAddress("glPathSubCommandsNV")=10039220 
wglGetProcAddress("glPathSubCoordsNV")=10039250 
wglGetProcAddress("glPathTexGenNV")=10039280 
wglGetProcAddress("glPointAlongPathNV")=100392B0 
wglGetProcAddress("glProgramPathFragmentInpu...")=100392E0 
wglGetProcAddress("glStencilFillPathInstance...")=10039310 
wglGetProcAddress("glStencilFillPathNV")=10039340 
wglGetProcAddress("glStencilStrokePathInstan...")=10039370 
wglGetProcAddress("glStencilStrokePathNV")=100393A0 
wglGetProcAddress("glStencilThenCoverFillPat...")=100393D0 
wglGetProcAddress("glStencilThenCoverFillPat...")=10039400 
wglGetProcAddress("glStencilThenCoverStrokeP...")=10039430 
wglGetProcAddress("glStencilThenCoverStrokeP...")=10039460 
wglGetProcAddress("glTransformPathNV")=10039490 
wglGetProcAddress("glWeightPathsNV")=100394C0 
wglGetProcAddress("glFlushPixelDataRangeNV")=100394F0 
wglGetProcAddress("glPixelDataRangeNV")=10039520 
wglGetProcAddress("glPointParameteriNV")=10039550 
wglGetProcAddress("glPointParameterivNV")=10039580 
wglGetProcAddress("glPrimitiveRestartIndexNV")=100395B0 
wglGetProcAddress("glPrimitiveRestartNV")=100395E0 
wglGetProcAddress("glCombinerInputNV")=10039610 
wglGetProcAddress("glCombinerOutputNV")=10039640 
wglGetProcAddress("glCombinerParameterfNV")=10039670 
wglGetProcAddress("glCombinerParameterfvNV")=100396A0 
wglGetProcAddress("glCombinerParameteriNV")=100396D0 
wglGetProcAddress("glCombinerParameterivNV")=10039700 
wglGetProcAddress("glFinalCombinerInputNV")=10039730 
wglGetProcAddress("glGetCombinerInputParamet...")=10039760 
wglGetProcAddress("glGetCombinerInputParamet...")=10039790 
wglGetProcAddress("glGetCombinerOutputParame...")=100397C0 
wglGetProcAddress("glGetCombinerOutputParame...")=100397F0 
wglGetProcAddress("glGetFinalCombinerInputPa...")=10039820 
wglGetProcAddress("glGetFinalCombinerInputPa...")=10039850 
wglGetProcAddress("glCombinerStageParameterf...")=10039880 
wglGetProcAddress("glGetCombinerStageParamet...")=100398B0 
wglGetProcAddress("glFramebufferSampleLocati...")=100398E0 
wglGetProcAddress("glNamedFramebufferSampleL...")=10039910 
wglGetProcAddress("glGetBufferParameterui64v...")=10039940 
wglGetProcAddress("glGetIntegerui64vNV")=10039970 
wglGetProcAddress("glGetNamedBufferParameter...")=100399A0 
wglGetProcAddress("glIsBufferResidentNV")=100399D0 
wglGetProcAddress("glIsNamedBufferResidentNV")=10039A00 
wglGetProcAddress("glMakeBufferNonResidentNV")=10039A30 
wglGetProcAddress("glMakeBufferResidentNV")=10039A60 
wglGetProcAddress("glMakeNamedBufferNonResid...")=10039A90 
wglGetProcAddress("glMakeNamedBufferResident...")=10039AC0 
wglGetProcAddress("glProgramUniformui64NV")=10039AF0 
wglGetProcAddress("glProgramUniformui64vNV")=10039B20 
wglGetProcAddress("glUniformui64NV")=10039B50 
wglGetProcAddress("glUniformui64vNV")=10039B80 
wglGetProcAddress("glTextureBarrierNV")=10039BB0 
wglGetProcAddress("glTexImage2DMultisampleCo...")=10039BE0 
wglGetProcAddress("glTexImage3DMultisampleCo...")=10039C10 
wglGetProcAddress("glTextureImage2DMultisamp...")=10039C40 
wglGetProcAddress("glTextureImage2DMultisamp...")=10039C70 
wglGetProcAddress("glTextureImage3DMultisamp...")=10039CA0 
wglGetProcAddress("glTextureImage3DMultisamp...")=10039CD0 
wglGetProcAddress("glActiveVaryingNV")=10039D00 
wglGetProcAddress("glBeginTransformFeedbackN...")=10039D30 
wglGetProcAddress("glBindBufferBaseNV")=10039D60 
wglGetProcAddress("glBindBufferOffsetNV")=10039D90 
wglGetProcAddress("glBindBufferRangeNV")=10039DC0 
wglGetProcAddress("glEndTransformFeedbackNV")=10039DF0 
wglGetProcAddress("glGetActiveVaryingNV")=10039E20 
wglGetProcAddress("glGetTransformFeedbackVar...")=10039E50 
wglGetProcAddress("glGetVaryingLocationNV")=10039E80 
wglGetProcAddress("glTransformFeedbackAttrib...")=10039EB0 
wglGetProcAddress("glTransformFeedbackVaryin...")=10039EE0 
wglGetProcAddress("glBindTransformFeedbackNV")=10039F10 
wglGetProcAddress("glDeleteTransformFeedback...")=10039F40 
wglGetProcAddress("glDrawTransformFeedbackNV")=10039F70 
wglGetProcAddress("glGenTransformFeedbacksNV")=10039FA0 
wglGetProcAddress("glIsTransformFeedbackNV")=10039FD0 
wglGetProcAddress("glPauseTransformFeedbackN...")=1003A000 
wglGetProcAddress("glResumeTransformFeedback...")=1003A030 
wglGetProcAddress("glFlushVertexArrayRangeNV")=1003A060 
wglGetProcAddress("glVertexArrayRangeNV")=1003A090 
wglGetProcAddress("glGetVertexAttribLi64vNV")=1003A0C0 
wglGetProcAddress("glGetVertexAttribLui64vNV")=1003A0F0 
wglGetProcAddress("glVertexAttribL1i64NV")=1003A120 
wglGetProcAddress("glVertexAttribL1i64vNV")=1003A150 
wglGetProcAddress("glVertexAttribL1ui64NV")=1003A180 
wglGetProcAddress("glVertexAttribL1ui64vNV")=1003A1B0 
wglGetProcAddress("glVertexAttribL2i64NV")=1003A1E0 
wglGetProcAddress("glVertexAttribL2i64vNV")=1003A210 
wglGetProcAddress("glVertexAttribL2ui64NV")=1003A240 
wglGetProcAddress("glVertexAttribL2ui64vNV")=1003A270 
wglGetProcAddress("glVertexAttribL3i64NV")=1003A2A0 
wglGetProcAddress("glVertexAttribL3i64vNV")=1003A2D0 
wglGetProcAddress("glVertexAttribL3ui64NV")=1003A300 
wglGetProcAddress("glVertexAttribL3ui64vNV")=1003A330 
wglGetProcAddress("glVertexAttribL4i64NV")=1003A360 
wglGetProcAddress("glVertexAttribL4i64vNV")=1003A390 
wglGetProcAddress("glVertexAttribL4ui64NV")=1003A3C0 
wglGetProcAddress("glVertexAttribL4ui64vNV")=1003A3F0 
wglGetProcAddress("glVertexAttribLFormatNV")=1003A420 
wglGetProcAddress("glBufferAddressRangeNV")=1003A450 
wglGetProcAddress("glColorFormatNV")=1003A480 
wglGetProcAddress("glEdgeFlagFormatNV")=1003A4B0 
wglGetProcAddress("glFogCoordFormatNV")=1003A4E0 
wglGetProcAddress("glGetIntegerui64i_vNV")=1003A510 
wglGetProcAddress("glIndexFormatNV")=1003A540 
wglGetProcAddress("glNormalFormatNV")=1003A570 
wglGetProcAddress("glSecondaryColorFormatNV")=1003A5A0 
wglGetProcAddress("glTexCoordFormatNV")=1003A5D0 
wglGetProcAddress("glVertexAttribFormatNV")=1003A600 
wglGetProcAddress("glVertexAttribIFormatNV")=1003A630 
wglGetProcAddress("glVertexFormatNV")=1003A660 
wglGetProcAddress("glAreProgramsResidentNV")=1003A690 
wglGetProcAddress("glBindProgramNV")=1003A6C0 
